Sample_name,Locus,sample_id,Hash,nReads
90,LerayXT,CLAY_13-c,e9a4a1a9a7470a5ade4812e9bc1ad240f075be01,1274
90,LerayXT,CLAY_13-c,c5e063ebbf2bb27c768cc0a715b24d1427dbdd4d,65
90,LerayXT,CLAY_13-c,ecbcc3bd709776326a720729ad74c020c160aa3a,58
90,LerayXT,CLAY_13-c,be33a2fae38294f97846b2207df401617a2d8f43,170
90,LerayXT,CLAY_13-c,5f83544bcb9b60588c89d222727232532a503060,467
90,LerayXT,CLAY_13-c,b9f2ff8dbf157e74370a4255e8cc7e657682524a,506
90,LerayXT,CLAY_13-c,8d1067844a77e25069c96f847672bee5c2bff0b1,4
90,LerayXT,CLAY_13-c,24d5f956dae8c0086c2722e7f1c85b7b1f32d24d,172
90,LerayXT,CLAY_13-c,064525fcdd2f74f2e5adac6c22872c68341e7e03,35
90,LerayXT,CLAY_13-c,894d3fdb284f313391343df8dc60327f04dc9cd7,3
90,LerayXT,CLAY_13-c,3d8bc44f021b3cd62b342fa696f2dc717acf50d4,268
90,LerayXT,CLAY_13-c,203ec52c9019c7f37f74ff5ddcd7fda682cd9480,248
90,LerayXT,CLAY_13-c,053d47563cd9f0fe2993f0ec301a430756571508,12
90,LerayXT,CLAY_13-c,4b6c8c35716974f06be0f76c7de6843794dc1b73,199
90,LerayXT,CLAY_13-c,2cf28a1c3381ae753c69337cfadbe5f78112af30,12
90,LerayXT,CLAY_13-c,93d62e1d6c19e643d51dfae8730811030529cb9f,30
90,LerayXT,CLAY_13-c,bb2809beac4b0e844070fb7dcd7c5a6c13504c67,36
90,LerayXT,CLAY_13-c,e9d393370fefd0a1ab7cfabacbf065487f02b8a6,8
90,LerayXT,CLAY_13-c,8eb580cd49dbd57bff6bb1413b7ff0192cc01a44,146
90,LerayXT,CLAY_13-c,c267233d67b9993ff20195b4754ae88611b99aa3,15
90,LerayXT,CLAY_13-c,141344814e971215afc963e6028cec8204d7bee7,9
90,LerayXT,CLAY_13-c,16e80673be3aa59bce09fd57bc71a6951cdc67a0,106
90,LerayXT,CLAY_13-c,64c840481d28c86da44c64d201f6907900b206c2,30
90,LerayXT,CLAY_13-c,8641cf73fb2ae871a6799e12e5384b69c3cfe28e,77
90,LerayXT,CLAY_13-c,de827b6595d887b9fb7a7bdac8b8df817361b491,68
90,LerayXT,CLAY_13-c,2ab67b2fda0e32aed8092f56d51213601b7999a9,58
90,LerayXT,CLAY_13-c,b38e7fd3ce6c720928dc220562da4d69db9e5a62,21
90,LerayXT,CLAY_13-c,ce4b631f7197a9ae1a25a7669453176e10d5856a,9
90,LerayXT,CLAY_13-c,99a0397bbe8b259ad1d0eb15403647379d24f5e2,3
90,LerayXT,CLAY_13-c,ac38b84a74dbd69acd1aa9f058ff86d2c2d7ad5b,29
90,LerayXT,CLAY_13-c,40aaf66335bed8305505f09ea3eeb19291556c22,38
90,LerayXT,CLAY_13-c,30d646d9d91ba8dea00c8959ec79b0f6c800f84a,34
90,LerayXT,CLAY_13-c,8e46ffe637b4ba08c5410212f8e525a867ae58d7,32
90,LerayXT,CLAY_13-c,aad705ac1d0686b7374f1c4723ac5f4b04a2b67e,31
90,LerayXT,CLAY_13-c,50a51f3cd392ca9a3c51d1d1b63d2ce1e44ccedc,21
90,LerayXT,CLAY_13-c,e83487b40e0c517f3c3ea9f630dbbe90bfa9bbbb,7
90,LerayXT,CLAY_13-c,75eaaadc349ad837c553281ef2fe84e4705afdb5,26
90,LerayXT,CLAY_13-c,1d1eec1018a4d27fcec8e29cfa6e3d0506ca115c,16
90,LerayXT,CLAY_13-c,27db978e1ee6610d1d1aad484545f930b795e36b,25
90,LerayXT,CLAY_13-c,fd2eded492e9ad360539e967a85b1ef2a66e0d77,25
90,LerayXT,CLAY_13-c,9d9ffae10dbc967539b32129d606de7bd387ebbf,24
90,LerayXT,CLAY_13-c,b754a49cc2059f9eea29c2b81906331b041ef879,22
90,LerayXT,CLAY_13-c,06795f93750d9f241374ce1f0a649af2ba16206b,21
90,LerayXT,CLAY_13-c,915edbd914d5ac88f1d100448a9a6686dc2fbd08,11
90,LerayXT,CLAY_13-c,b740b85327dfb3b488f80ceb7214d3075a18809a,13
90,LerayXT,CLAY_13-c,7aaef47d336701fabb6396df13bfd775597ae624,11
90,LerayXT,CLAY_13-c,dce9044d5379b56a07692b14d5b36b6d0f0d836a,16
90,LerayXT,CLAY_13-c,85bdf0eeacb99307711e637dbb37cc8675eec8c6,16
90,LerayXT,CLAY_13-c,9c29ad363b6edfec973fe00d2774eb9dcc1afe2b,14
90,LerayXT,CLAY_13-c,b3fc50106320ebb64a1e1e0f03e52289777b38e5,13
90,LerayXT,CLAY_13-c,e1d53b31bb1db63210b63b9d9a26a9d3811258d0,11
90,LerayXT,CLAY_13-c,2fa8884c927d88b9629c565413610ede29f7a803,11
90,LerayXT,CLAY_13-c,a9f4a91ab2aeeafcd2a4ee9f94346b1e9ac2c314,10
90,LerayXT,CLAY_13-c,adebf2a5c4ef3680e9db8b60a35d86c8cc167ab8,9
90,LerayXT,CLAY_13-c,2dd224c689e84bb262222aa16d508064459c643c,8
90,LerayXT,CLAY_13-c,0a98eee431a0d0f7e2dfb927a2ffd71223bdea15,8
90,LerayXT,CLAY_13-c,f485aa9d3f6a689c43ee576441d36bc8d7246bad,8
90,LerayXT,CLAY_13-c,ad09aa989b351f8287faaf8b86145fcb9ae8cc16,7
90,LerayXT,CLAY_13-c,9ef7a8c75f230db89319c1aaf177e969c84aada2,7
90,LerayXT,CLAY_13-c,79ba497d14c19d29cd243f9f78ba3e44cd3a1e58,7
90,LerayXT,CLAY_13-c,1b283f27f45a2785cb3e6d549da34f992096a8cc,7
90,LerayXT,CLAY_13-c,7f11e523d5b55cdfcc7e8e6b81c8bd5bcef2ba2f,7
90,LerayXT,CLAY_13-c,8f3094aa19173825c49d207f074ab20256d23ad2,7
90,LerayXT,CLAY_13-c,f90c4864b71d91639d430a83ea95b77028029727,7
90,LerayXT,CLAY_13-c,8cb3dffda00ef3488297265da37c3743c89d395d,6
90,LerayXT,CLAY_13-c,66363ab4dcbc0f78272d2dbc3d649b0360ca05b6,6
90,LerayXT,CLAY_13-c,63a6b371f9dc3e3ab40ea0810113155b91ec5fff,6
90,LerayXT,CLAY_13-c,0936290386fc9cffcbe7514ceaaa87e0817141c9,6
90,LerayXT,CLAY_13-c,48892518c07de4fdc51d0a34ea83e4a269d49d91,3
90,LerayXT,CLAY_13-c,8e58727743cef44d08ef49a8f16972b49dd330b0,5
90,LerayXT,CLAY_13-c,5e5bf62111c624da6b3187a3c65bedbca281e69f,3
90,LerayXT,CLAY_13-c,2dcc8874994bb04724378c3098c228d34e58d54c,2
31,LerayXT,KAY_06-a,9539f6a44c877269198249a8f0b5f957f8854c7e,96932
31,LerayXT,KAY_06-a,6f09afda42df08e5dbcce46aaa716e3203c03cf9,10220
31,LerayXT,KAY_06-a,47bbd1d6e0aacb5d6d4c4778bee6b57013741abd,2596
31,LerayXT,KAY_06-a,52e93a4fc0c61514da5c91b86c74bd8b63336b71,12803
31,LerayXT,KAY_06-a,f036f833bbc18e08a3d645fb6450c9b9a84b0f67,830
31,LerayXT,KAY_06-a,2f6a80aeea4509966ca4f28eec3ac6112ed6d044,24
31,LerayXT,KAY_06-a,f2486ab30b78f195d43d8a83da4387f65ae73ba7,4879
31,LerayXT,KAY_06-a,cc66291fabb2eeb03160052caa4455ac202073e2,220
31,LerayXT,KAY_06-a,1c8b16fb8ec494e8e799132635e1a77f390454ed,77
31,LerayXT,KAY_06-a,7da21252aa98e8430e41e7326cba6cd97283ef52,5904
31,LerayXT,KAY_06-a,51342afaf0e2588e3961f2e274b235422d32ae78,4369
31,LerayXT,KAY_06-a,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,874
31,LerayXT,KAY_06-a,f80c71e33339c6a16bcce1ad39d1f7b6e83419b2,115
31,LerayXT,KAY_06-a,5ee8482e3a25aa2e566598c8f01b8cd76493265a,343
31,LerayXT,KAY_06-a,108d4657158923e75cc49074e7b77dd24fbb23ed,782
31,LerayXT,KAY_06-a,809cce9c095ef403ccfdb58eedb6a968a3c99352,70
31,LerayXT,KAY_06-a,197b31ea89b5f3c962916b4e3773b4101a2d888e,286
31,LerayXT,KAY_06-a,b5e585c8e5e138f593919ece61a99beb39bbdcf3,159
31,LerayXT,KAY_06-a,7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,320
31,LerayXT,KAY_06-a,149c69c2d54fb7d98fc2fb5ccbd9cb82e39a36f1,1214
31,LerayXT,KAY_06-a,80f508ff8834949761b45cfd60ecf7efa5c68e6c,106
31,LerayXT,KAY_06-a,1a3e2b0f0c8224ac525ca0cc6147c8dfc3a0f013,97
31,LerayXT,KAY_06-a,3d20e584d089df6b2c6873f04b82a9ab2b11766f,384
31,LerayXT,KAY_06-a,8350c92fde337ef82049715372edd85678050a7b,219
31,LerayXT,KAY_06-a,c94b431bd56cbd46286cb32c7f579e99843ab2df,234
31,LerayXT,KAY_06-a,237359378657ee6e31745898cad11c24081a342a,847
31,LerayXT,KAY_06-a,2484fd3672f5214eb0ffe903bb0be4f45ae35a2a,73
31,LerayXT,KAY_06-a,482eeb194a257ce05a30eacb3511b343dcc9510e,26
31,LerayXT,KAY_06-a,87cc03f785b8668a067e4ae97988ac6d17ba7be4,76
31,LerayXT,KAY_06-a,c7b403b88247628bd1454b251981d135c0d1d3c8,377
31,LerayXT,KAY_06-a,5ed7987f603b71554377dc18dfa65dd96c4148d9,64
31,LerayXT,KAY_06-a,0c61e494ee7442af7da71bae3cefc3ceb3bd2e78,353
31,LerayXT,KAY_06-a,b62af3745be2fdbfb4231ba5b2391a959dbda304,314
31,LerayXT,KAY_06-a,c0909f1198ffbd4f8c85721f6d06828585479d25,520
31,LerayXT,KAY_06-a,f0c34e4d87d92d1cc7adbd10134e70d188f79105,60
31,LerayXT,KAY_06-a,688d5e22286ab575831dfbbf494c633e58aa3e6e,112
31,LerayXT,KAY_06-a,8dccef8f837f419f5aa403fdb7ce0bf991893c44,128
31,LerayXT,KAY_06-a,ff3d40e755396044b5731c30feb1d0200b74212d,299
31,LerayXT,KAY_06-a,8b2bbda6b6caf99f1a8207f9e235892d85bc10cc,367
31,LerayXT,KAY_06-a,61016a2c8e3ccaa07c89ca8c2773a30f0112120c,21
31,LerayXT,KAY_06-a,a32b0de74684c27645917449fcb5678f29836163,57
31,LerayXT,KAY_06-a,317a0f4948acf74d0f9571922b285195b7bdac87,187
31,LerayXT,KAY_06-a,2d6446d1c92ea81947a79834e9b4fe549dadabd0,350
31,LerayXT,KAY_06-a,18e86e065275eff433bb2febbe416879f334a7c4,342
31,LerayXT,KAY_06-a,33eff76a75d9ecf46be0c30ebf4860bab8f9b842,49
31,LerayXT,KAY_06-a,fab9f6e58d19f7a16a3d483da6bb273f71053b6b,353
31,LerayXT,KAY_06-a,af020f7f3c569ed228c952fd7b7e2157619bd678,69
31,LerayXT,KAY_06-a,7f884b9443cad026642502a6ff6579aecd04a0c3,276
31,LerayXT,KAY_06-a,458ae8694212e9ec22a2f63166843e98cbf5e2c7,356
31,LerayXT,KAY_06-a,10aee0d90dbf8de29844d17f4f82f7cc34002ae3,87
31,LerayXT,KAY_06-a,5efeaa90e8e90ec1d1c5fb33ba3ea4f38010407f,143
31,LerayXT,KAY_06-a,6cbf780398d3b5f628e2963a59953a4e5c377529,78
31,LerayXT,KAY_06-a,5d73874bdd737cc47f44dc07a900a32fcb059849,192
31,LerayXT,KAY_06-a,1118c020991a61eac4335e7ad71bae5d5d1b4810,77
31,LerayXT,KAY_06-a,41e0726910c02e56b0a7a822bd2fa76ac36f6685,107
31,LerayXT,KAY_06-a,1aafb5a7c8873f599bc7e1b7065cbd674f1c01de,155
31,LerayXT,KAY_06-a,b264612d43af5a13d95043e41b1ea19da2844fb9,163
31,LerayXT,KAY_06-a,79777c2597fbeef8499cde28aaa5218f7d80cc32,107
31,LerayXT,KAY_06-a,619047e39d3961f032fc2bdf4a808117f0258347,147
31,LerayXT,KAY_06-a,0b338051f12b527e48640d85e43e736303e83d12,11
31,LerayXT,KAY_06-a,7766ea7f5763a2d7754fac33184bfc3fcf148003,106
31,LerayXT,KAY_06-a,4506de203f5f0cb34d2a3ee0edd0970beee73cc4,86
31,LerayXT,KAY_06-a,40a8fff6aa2ab5ff8f5c2e9ca27afd2e5d72fd93,99
31,LerayXT,KAY_06-a,5e274c8cf9279f3f4c24b97497959c103b4a6027,213
31,LerayXT,KAY_06-a,8f945c680bfb8a1672796fb3ee373e85d644c118,176
31,LerayXT,KAY_06-a,94d60046a6b5d9f8d7d6e3c9386fdfef1a6c964f,184
31,LerayXT,KAY_06-a,48c6f56ed4444516f24238f75511db826ab4bddb,40
31,LerayXT,KAY_06-a,2bc91f00efdce9c8b8c6b37ef6cc88fb1a38a9c9,166
31,LerayXT,KAY_06-a,ed51f63286301b0468bb49b95d89170b701ccdd6,164
31,LerayXT,KAY_06-a,dd74776bc05153ab9d85eff974eda65eb1ff428f,10
31,LerayXT,KAY_06-a,1aff9ef25c61fdfd216f89daba27cdefb4a3505b,42
31,LerayXT,KAY_06-a,2b1f98e6e0eaf4ccc278198a57880eabf58fac90,143
31,LerayXT,KAY_06-a,1fb160abd798bb162c1967887f839fd334baf738,105
31,LerayXT,KAY_06-a,fee223262144af31ecf705f55a1182567424d3d9,79
31,LerayXT,KAY_06-a,ffa9af3c2e6fcacb587d5aa3b7b6b27b726ffdfb,7
31,LerayXT,KAY_06-a,fc0088ac2cdabe790e7612a3cbe73788d250b340,49
31,LerayXT,KAY_06-a,96bc653f4ef9466217a766491f44f7d5305ab42a,98
31,LerayXT,KAY_06-a,4f9af35d7d0e05d61e6cf850c06f00fe216ed2b4,19
31,LerayXT,KAY_06-a,d305fa97eab767192b8065c736b89815a921ab76,11
31,LerayXT,KAY_06-a,cf8c29636c490b764601fae07fae4e643481dbf8,35
31,LerayXT,KAY_06-a,df523c51c37dedeecc66c2f5b20279dd6eda4749,33
31,LerayXT,KAY_06-a,d65eda034813335bb1c370a393d5cc080205c43b,76
31,LerayXT,KAY_06-a,7432c361bf709fea9f5fc02ba476a7bfa5d1095b,57
31,LerayXT,KAY_06-a,b5c54c111eb9ed6b896dad8022f1ae1a3d6ae0cf,70
31,LerayXT,KAY_06-a,ecc01c12f169e2b4b5d33389b6b86d931d89ebb5,64
31,LerayXT,KAY_06-a,4fa989d5bb2c01d61886d835e8f5eee8fb890fc5,62
31,LerayXT,KAY_06-a,2e29d638320141418a456d2243adc879c68a8d4a,62
31,LerayXT,KAY_06-a,ecc0c04e6f443980fbc2e703d0c25206f93d6d77,44
31,LerayXT,KAY_06-a,49b70fd841716067167c718f034b639fccdcfbf1,60
31,LerayXT,KAY_06-a,0e615ce448c1d43d8d6d8fe66f7d7a6495a303b6,10
31,LerayXT,KAY_06-a,142eb14ec84a24db263996f3d4f01f80b28adce0,3
31,LerayXT,KAY_06-a,a825e56d4fed41a0d28cc531186d7c22dd0338f5,50
31,LerayXT,KAY_06-a,a80d0929f0e540375f0ed86f4814fbdf4a3e9d57,41
31,LerayXT,KAY_06-a,81da706043ccef3f111a3d8d03eed475051db7ce,48
31,LerayXT,KAY_06-a,e71356027f4e86c89ebf94218b67d416a642b5b1,47
31,LerayXT,KAY_06-a,1ec28046cc3c75217c25ecc8e77d220489d6f443,21
31,LerayXT,KAY_06-a,58a16c6f2d04451c721afd54597d77833d2d5b37,45
31,LerayXT,KAY_06-a,f90ab96639dcdccb62320e2b8dfe6e7beb1a6a3b,41
31,LerayXT,KAY_06-a,a7da260fd9bb77c2858048aabc812dc20d3c2032,39
31,LerayXT,KAY_06-a,621b78ed79ded67d82355b436b7bad08e7431c5f,36
31,LerayXT,KAY_06-a,44543d2f39532a651dce27fac4337f483ff41f28,32
31,LerayXT,KAY_06-a,de976abdf62c50f1482a7d49e2f4787e7a4c4a15,17
31,LerayXT,KAY_06-a,b62d209a4098c38d198503e9264b2b05957f715e,31
